Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena
Jan 30 2023,10:00p,Atlanta Hawks,125,Portland Trail Blazers,129,Box Score,,18262,Moda Center
Jan 31 2023,7:00p,Miami Heat,100,Cleveland Cavaliers,97,Box Score,,19432,Rocket Mortgage Fieldhouse
Jan 31 2023,7:30p,Los Angeles Lakers,129,New York Knicks,123,Box Score,OT,19812,Madison Square Garden (IV)
Jan 31 2023,8:00p,Los Angeles Clippers,108,Chicago Bulls,103,Box Score,,20068,United Center
Jan 31 2023,8:00p,Charlotte Hornets,115,Milwaukee Bucks,124,Box Score,,17341,Fiserv Forum
Jan 31 2023,10:00p,New Orleans Pelicans,113,Denver Nuggets,122,Box Score,,18868,Ball Arena
Feb 1 2023,7:00p,Portland Trail Blazers,122,Memphis Grizzlies,112,Box Score,,14589,FedEx Forum
Feb 1 2023,7:00p,Orlando Magic,94,Philadelphia 76ers,105,Box Score,,20885,Wells Fargo Center
Feb 1 2023,7:30p,Brooklyn Nets,96,Boston Celtics,139,Box Score,,19156,TD Garden
Feb 1 2023,8:00p,Oklahoma City Thunder,106,Houston Rockets,112,Box Score,,15181,Toyota Center
Feb 1 2023,8:00p,Golden State Warriors,114,Minnesota Timberwolves,119,Box Score,OT,17136,Target Center
Feb 1 2023,8:00p,Sacramento Kings,119,San Antonio Spurs,109,Box Score,,13207,AT&T Center
Feb 1 2023,9:00p,Toronto Raptors,128,Utah Jazz,131,Box Score,,18206,Vivint Arena
Feb 1 2023,10:00p,Atlanta Hawks,132,Phoenix Suns,100,Box Score,,17071,Footprint Center
Feb 2 2023,7:00p,Los Angeles Lakers,112,Indiana Pacers,111,Box Score,,17274,Gainbridge Fieldhouse
Feb 2 2023,7:30p,Memphis Grizzlies,113,Cleveland Cavaliers,128,Box Score,,19432,Rocket Mortgage Fieldhouse
Feb 2 2023,7:30p,Miami Heat,104,New York Knicks,106,Box Score,,19044,Madison Square Garden (IV)
Feb 2 2023,8:00p,Charlotte Hornets,98,Chicago Bulls,114,Box Score,,20072,United Center
Feb 2 2023,8:30p,New Orleans Pelicans,106,Dallas Mavericks,111,Box Score,,19670,American Airlines Center
Feb 2 2023,9:00p,Golden State Warriors,117,Denver Nuggets,134,Box Score,,19555,Ball Arena
Feb 2 2023,10:00p,Los Angeles Clippers,105,Milwaukee Bucks,106,Box Score,,17341,Fiserv Forum
Feb 3 2023,7:00p,Charlotte Hornets,112,Detroit Pistons,118,Box Score,,18007,Little Caesars Arena
Feb 3 2023,7:00p,Sacramento Kings,104,Indiana Pacers,107,Box Score,,17274,Gainbridge Fieldhouse
Feb 3 2023,7:00p,Portland Trail Blazers,124,Washington Wizards,116,Box Score,,20476,Capital One Arena
Feb 3 2023,7:30p,Phoenix Suns,106,Boston Celtics,94,Box Score,,19156,TD Garden
Feb 3 2023,8:00p,Toronto Raptors,117,Houston Rockets,111,Box Score,,16585,Toyota Center
Feb 3 2023,8:00p,Orlando Magic,127,Minnesota Timberwolves,120,Box Score,,17136,Target Center
Feb 3 2023,8:00p,Philadelphia 76ers,137,San Antonio Spurs,125,Box Score,,15252,AT&T Center
Feb 3 2023,9:00p,Atlanta Hawks,115,Utah Jazz,108,Box Score,,18206,Vivint Arena
Feb 4 2023,6:00p,Washington Wizards,123,Brooklyn Nets,125,Box Score,,17732,Barclays Center
Feb 4 2023,6:00p,Los Angeles Lakers,126,New Orleans Pelicans,131,Box Score,,18886,Smoothie King Center
Feb 4 2023,7:00p,Phoenix Suns,116,Detroit Pistons,100,Box Score,,19788,Little Caesars Arena
Feb 4 2023,7:00p,Los Angeles Clippers,134,New York Knicks,128,Box Score,OT,19812,Madison Square Garden (IV)
Feb 4 2023,8:00p,Portland Trail Blazers,121,Chicago Bulls,129,Box Score,,20135,United Center
Feb 4 2023,8:00p,Miami Heat,115,Milwaukee Bucks,123,Box Score,,18008,Fiserv Forum
Feb 4 2023,8:00p,Houston Rockets,121,Oklahoma City Thunder,153,Box Score,,16994,Paycom Center
Feb 4 2023,8:30p,Dallas Mavericks,113,Golden State Warriors,119,Box Score,,18064,Chase Center
Feb 4 2023,9:00p,Atlanta Hawks,108,Denver Nuggets,128,Box Score,,19630,Ball Arena
Feb 5 2023,1:00p,Orlando Magic,119,Charlotte Hornets,113,Box Score,,18510,Spectrum Center
Feb 5 2023,5:00p,Cleveland Cavaliers,122,Indiana Pacers,103,Box Score,,17274,Gainbridge Fieldhouse
Feb 5 2023,6:00p,Toronto Raptors,106,Memphis Grizzlies,103,Box Score,,17794,FedEx Forum
Feb 5 2023,6:00p,Philadelphia 76ers,97,New York Knicks,108,Box Score,,17586,Madison Square Garden (IV)
Feb 5 2023,7:00p,Denver Nuggets,98,Minnesota Timberwolves,128,Box Score,,17136,Target Center
Feb 5 2023,7:00p,Sacramento Kings,104,New Orleans Pelicans,136,Box Score,,17779,Smoothie King Center
Feb 6 2023,7:00p,Boston Celtics,111,Detroit Pistons,99,Box Score,,17933,Little Caesars Arena
Feb 6 2023,7:00p,Cleveland Cavaliers,114,Washington Wizards,91,Box Score,,16744,Capital One Arena
Feb 6 2023,7:30p,Los Angeles Clippers,124,Brooklyn Nets,116,Box Score,,16981,Barclays Center
Feb 6 2023,8:00p,San Antonio Spurs,104,Chicago Bulls,128,Box Score,,19291,United Center
Feb 6 2023,8:00p,Sacramento Kings,140,Houston Rockets,120,Box Score,,15405,Toyota Center
Feb 6 2023,9:00p,Dallas Mavericks,124,Utah Jazz,111,Box Score,,18206,Vivint Arena
Feb 6 2023,10:00p,Oklahoma City Thunder,114,Golden State Warriors,141,Box Score,,18064,Chase Center
Feb 6 2023,10:00p,Milwaukee Bucks,127,Portland Trail Blazers,108,Box Score,,18110,Moda Center
Feb 7 2023,7:00p,New York Knicks,102,Orlando Magic,98,Box Score,,19438,Amway Center
Feb 7 2023,7:30p,Phoenix Suns,116,Brooklyn Nets,112,Box Score,,17093,Barclays Center
Feb 7 2023,7:30p,Atlanta Hawks,107,New Orleans Pelicans,116,Box Score,,16669,Smoothie King Center
Feb 7 2023,8:00p,Chicago Bulls,89,Memphis Grizzlies,104,Box Score,,17012,FedEx Forum
Feb 7 2023,9:00p,Minnesota Timberwolves,112,Denver Nuggets,146,Box Score,,18307,Ball Arena
Feb 7 2023,10:00p,Oklahoma City Thunder,133,Los Angeles Lakers,130,Box Score,,18997,Crypto.com Arena
Feb 8 2023,7:00p,Detroit Pistons,85,Cleveland Cavaliers,113,Box Score,,19432,Rocket Mortgage Fieldhouse
Feb 8 2023,7:00p,Charlotte Hornets,104,Washington Wizards,118,Box Score,,16097,Capital One Arena
Feb 8 2023,7:30p,Philadelphia 76ers,99,Boston Celtics,106,Box Score,,19156,TD Garden
Feb 8 2023,7:30p,Indiana Pacers,111,Miami Heat,116,Box Score,,19600,FTX Arena
Feb 8 2023,7:30p,San Antonio Spurs,98,Toronto Raptors,112,Box Score,,19800,Scotiabank Arena
Feb 8 2023,8:00p,Sacramento Kings,130,Houston Rockets,128,Box Score,,15881,Toyota Center
Feb 8 2023,9:00p,Minnesota Timberwolves,143,Utah Jazz,118,Box Score,,18206,Vivint Arena
Feb 8 2023,10:00p,Dallas Mavericks,110,Los Angeles Clippers,104,Box Score,,18377,Crypto.com Arena
Feb 8 2023,10:00p,Golden State Warriors,122,Portland Trail Blazers,125,Box Score,,18450,Moda Center
Feb 9 2023,7:00p,Denver Nuggets,104,Orlando Magic,115,Box Score,,18846,Amway Center
Feb 9 2023,7:30p,Phoenix Suns,107,Atlanta Hawks,116,Box Score,,17003,State Farm Arena
Feb 9 2023,7:30p,Chicago Bulls,105,Brooklyn Nets,116,Box Score,,16938,Barclays Center
Feb 9 2023,10:00p,Milwaukee Bucks,115,Los Angeles Lakers,106,Box Score,,18997,Crypto.com Arena
Feb 10 2023,7:00p,San Antonio Spurs,131,Detroit Pistons,138,Box Score,2OT,17899,Little Caesars Arena
Feb 10 2023,7:00p,Phoenix Suns,117,Indiana Pacers,104,Box Score,,16522,Gainbridge Fieldhouse
Feb 10 2023,7:00p,New York Knicks,108,Philadelphia 76ers,119,Box Score,,21057,Wells Fargo Center
Feb 10 2023,7:30p,Charlotte Hornets,116,Boston Celtics,127,Box Score,,19156,TD Garden
Feb 10 2023,7:30p,Utah Jazz,122,Toronto Raptors,116,Box Score,,19800,Scotiabank Arena
Feb 10 2023,8:00p,Minnesota Timberwolves,107,Memphis Grizzlies,128,Box Score,,17794,FedEx Forum
Feb 10 2023,8:00p,Houston Rockets,95,Miami Heat,97,Box Score,,19600,FTX Arena
Feb 10 2023,10:00p,Cleveland Cavaliers,118,New Orleans Pelicans,107,Box Score,,16398,Smoothie King Center
Feb 10 2023,10:00p,Oklahoma City Thunder,138,Portland Trail Blazers,129,Box Score,,19424,Moda Center
Feb 10 2023,10:00p,Dallas Mavericks,122,Sacramento Kings,114,Box Score,,18111,Golden 1 Center
Feb 10 2023,10:30p,Milwaukee Bucks,119,Los Angeles Clippers,106,Box Score,,16614,Crypto.com Arena
Feb 11 2023,6:00p,Philadelphia 76ers,101,Brooklyn Nets,98,Box Score,,17732,Barclays Center
Feb 11 2023,7:00p,Denver Nuggets,119,Charlotte Hornets,105,Box Score,,19256,Spectrum Center
Feb 11 2023,7:00p,Miami Heat,107,Orlando Magic,103,Box Score,OT,18223,Amway Center
Feb 11 2023,7:00p,Indiana Pacers,113,Washington Wizards,127,Box Score,,18387,Capital One Arena
Feb 11 2023,7:30p,San Antonio Spurs,106,Atlanta Hawks,125,Box Score,,17875,State Farm Arena
Feb 11 2023,7:30p,Utah Jazz,120,New York Knicks,126,Box Score,,19339,Madison Square Garden (IV)
Feb 11 2023,8:00p,Chicago Bulls,89,Cleveland Cavaliers,97,Box Score,,19432,Rocket Mortgage Fieldhouse
Feb 11 2023,8:30p,Los Angeles Lakers,109,Golden State Warriors,103,Box Score,,18064,Chase Center
Feb 11 2023,10:00p,Dallas Mavericks,128,Sacramento Kings,133,Box Score,OT,18111,Golden 1 Center
Feb 12 2023,2:00p,Memphis Grizzlies,109,Boston Celtics,119,Box Score,,19156,TD Garden
Feb 12 2023,3:00p,Detroit Pistons,118,Toronto Raptors,119,Box Score,,19800,Scotiabank Arena
Feb 13 2023,7:00p,Atlanta Hawks,138,Charlotte Hornets,144,Box Score,,14078,Spectrum Center
Feb 13 2023,7:00p,San Antonio Spurs,109,Cleveland Cavaliers,117,Box Score,,19432,Rocket Mortgage Fieldhouse
Feb 13 2023,7:00p,Utah Jazz,123,Indiana Pacers,117,Box Score,,15004,Gainbridge Fieldhouse
Feb 13 2023,7:00p,Houston Rockets,104,Philadelphia 76ers,123,Box Score,,19850,Wells Fargo Center
Feb 13 2023,7:30p,Denver Nuggets,112,Miami Heat,108,Box Score,,19755,FTX Arena
Feb 13 2023,7:30p,Brooklyn Nets,106,New York Knicks,124,Box Score,,19812,Madison Square Garden (IV)
Feb 13 2023,8:00p,Orlando Magic,100,Chicago Bulls,91,Box Score,,20767,United Center
Feb 13 2023,8:00p,New Orleans Pelicans,103,Oklahoma City Thunder,100,Box Score,,14920,Paycom Center
Feb 13 2023,8:30p,Minnesota Timberwolves,124,Dallas Mavericks,121,Box Score,,20325,American Airlines Center
Feb 13 2023,10:00p,Washington Wizards,126,Golden State Warriors,135,Box Score,,18064,Chase Center
Feb 13 2023,10:00p,Los Angeles Lakers,115,Portland Trail Blazers,127,Box Score,,18299,Moda Center
Feb 14 2023,7:30p,Boston Celtics,125,Milwaukee Bucks,131,Box Score,OT,17623,Fiserv Forum
Feb 14 2023,7:30p,Orlando Magic,113,Toronto Raptors,123,Box Score,,19800,Scotiabank Arena
Feb 14 2023,9:00p,Sacramento Kings,109,Phoenix Suns,120,Box Score,,17071,Footprint Center
Feb 14 2023,10:00p,Golden State Warriors,124,Los Angeles Clippers,134,Box Score,,16741,Crypto.com Arena
Feb 14 2023,10:00p,Washington Wizards,126,Portland Trail Blazers,101,Box Score,,18004,Moda Center
Feb 15 2023,7:00p,San Antonio Spurs,110,Charlotte Hornets,120,Box Score,,14155,Spectrum Center
Feb 15 2023,7:00p,Chicago Bulls,113,Indiana Pacers,117,Box Score,,15599,Gainbridge Fieldhouse
Feb 15 2023,7:30p,New York Knicks,122,Atlanta Hawks,101,Box Score,,17771,State Farm Arena
Feb 15 2023,7:30p,Detroit Pistons,109,Boston Celtics,127,Box Score,,19156,TD Garden
Feb 15 2023,7:30p,Miami Heat,105,Brooklyn Nets,116,Box Score,,17963,Barclays Center
Feb 15 2023,7:30p,Cleveland Cavaliers,112,Philadelphia 76ers,118,Box Score,,21134,Wells Fargo Center
Feb 15 2023,8:00p,Utah Jazz,111,Memphis Grizzlies,117,Box Score,,16748,FedEx Forum
Feb 15 2023,8:00p,Houston Rockets,96,Oklahoma City Thunder,133,Box Score,,14988,Paycom Center
Feb 15 2023,9:00p,Dallas Mavericks,109,Denver Nuggets,118,Box Score,,19627,Ball Arena
Feb 15 2023,10:00p,New Orleans Pelicans,102,Los Angeles Lakers,120,Box Score,,18997,Crypto.com Arena
Feb 16 2023,7:30p,Milwaukee Bucks,112,Chicago Bulls,100,Box Score,,20308,United Center
Feb 16 2023,8:00p,Washington Wizards,114,Minnesota Timberwolves,106,Box Score,,17136,Target Center
Feb 16 2023,10:00p,Los Angeles Clippers,116,Phoenix Suns,107,Box Score,,17071,Footprint Center
Feb 23 2023,7:00p,Denver Nuggets,115,Cleveland Cavaliers,109,Box Score,,19432,Rocket Mortgage Fieldhouse
Feb 23 2023,7:00p,Boston Celtics,142,Indiana Pacers,138,Box Score,OT,16125,Gainbridge Fieldhouse
Feb 23 2023,7:00p,Detroit Pistons,106,Orlando Magic,108,Box Score,,18846,Amway Center
Feb 23 2023,7:30p,Memphis Grizzlies,105,Philadelphia 76ers,110,Box Score,,21205,Wells Fargo Center
Feb 23 2023,7:30p,New Orleans Pelicans,110,Toronto Raptors,115,Box Score,,19800,Scotiabank Arena
Feb 23 2023,8:30p,San Antonio Spurs,116,Dallas Mavericks,142,Box Score,,20287,American Airlines Center
Feb 23 2023,9:00p,Oklahoma City Thunder,119,Utah Jazz,120,Box Score,OT,18206,Vivint Arena
Feb 23 2023,10:00p,Golden State Warriors,111,Los Angeles Lakers,124,Box Score,,18997,Crypto.com Arena
Feb 23 2023,10:00p,Portland Trail Blazers,116,Sacramento Kings,133,Box Score,,18041,Golden 1 Center
Feb 24 2023,7:00p,New York Knicks,115,Washington Wizards,109,Box Score,,20476,Capital One Arena
Feb 24 2023,7:30p,Cleveland Cavaliers,119,Atlanta Hawks,136,Box Score,,18065,State Farm Arena
Feb 24 2023,7:30p,Miami Heat,99,Milwaukee Bucks,128,Box Score,,17676,Fiserv Forum
Feb 24 2023,8:00p,Brooklyn Nets,87,Chicago Bulls,131,Box Score,,21286,United Center
Feb 24 2023,8:00p,Charlotte Hornets,121,Minnesota Timberwolves,113,Box Score,,17136,Target Center
Feb 24 2023,10:00p,Houston Rockets,101,Golden State Warriors,116,Box Score,,18064,Chase Center
Feb 24 2023,10:00p,Oklahoma City Thunder,115,Phoenix Suns,124,Box Score,,17071,Footprint Center
Feb 24 2023,10:30p,Sacramento Kings,176,Los Angeles Clippers,175,Box Score,2OT,19068,Crypto.com Arena
Feb 25 2023,12:00p,Toronto Raptors,95,Detroit Pistons,91,Box Score,,20190,Little Caesars Arena
Feb 25 2023,7:00p,Miami Heat,103,Charlotte Hornets,108,Box Score,,19109,Spectrum Center
Feb 25 2023,7:00p,Indiana Pacers,121,Orlando Magic,108,Box Score,,19231,Amway Center
Feb 25 2023,7:30p,New Orleans Pelicans,106,New York Knicks,128,Box Score,,19812,Madison Square Garden (IV)
Feb 25 2023,8:00p,Denver Nuggets,94,Memphis Grizzlies,112,Box Score,,18302,FedEx Forum
Feb 25 2023,8:30p,Boston Celtics,110,Philadelphia 76ers,107,Box Score,,20993,Wells Fargo Center
Feb 25 2023,9:00p,San Antonio Spurs,102,Utah Jazz,118,Box Score,,18206,Vivint Arena
Feb 26 2023,1:00p,Phoenix Suns,101,Milwaukee Bucks,104,Box Score,,17636,Fiserv Forum
Feb 26 2023,3:00p,Brooklyn Nets,127,Atlanta Hawks,129,Box Score,,16983,State Farm Arena
Feb 26 2023,3:30p,Washington Wizards,82,Chicago Bulls,102,Box Score,,21106,United Center
Feb 26 2023,3:30p,Los Angeles Lakers,111,Dallas Mavericks,108,Box Score,,20411,American Airlines Center
Feb 26 2023,6:00p,Toronto Raptors,93,Cleveland Cavaliers,118,Box Score,,19432,Rocket Mortgage Fieldhouse
Feb 26 2023,7:00p,Sacramento Kings,124,Oklahoma City Thunder,115,Box Score,,15147,Paycom Center
Feb 26 2023,7:30p,Minnesota Timberwolves,104,Golden State Warriors,109,Box Score,,18064,Chase Center
Feb 26 2023,9:00p,Houston Rockets,114,Portland Trail Blazers,131,Box Score,,19215,Moda Center
Feb 26 2023,10:00p,Los Angeles Clippers,124,Denver Nuggets,134,Box Score,OT,19689,Ball Arena
Feb 27 2023,7:00p,Detroit Pistons,106,Charlotte Hornets,117,Box Score,,14184,Spectrum Center
Feb 27 2023,7:00p,Miami Heat,101,Philadelphia 76ers,99,Box Score,,20859,Wells Fargo Center
Feb 27 2023,7:30p,Boston Celtics,94,New York Knicks,109,Box Score,,19812,Madison Square Garden (IV)
Feb 27 2023,8:00p,Orlando Magic,101,New Orleans Pelicans,93,Box Score,,16038,Smoothie King Center
Feb 28 2023,7:30p,Washington Wizards,119,Atlanta Hawks,116,Box Score,,17395,State Farm Arena
Feb 28 2023,7:30p,Milwaukee Bucks,118,Brooklyn Nets,104,Box Score,,17732,Barclays Center
Feb 28 2023,7:30p,Los Angeles Lakers,109,Memphis Grizzlies,121,Box Score,,17794,FedEx Forum
Feb 28 2023,7:30p,Chicago Bulls,98,Toronto Raptors,104,Box Score,,19800,Scotiabank Arena
Feb 28 2023,8:00p,Denver Nuggets,133,Houston Rockets,112,Box Score,,15368,Toyota Center
Feb 28 2023,8:00p,Sacramento Kings,123,Oklahoma City Thunder,117,Box Score,,13353,Paycom Center
Feb 28 2023,8:30p,Indiana Pacers,124,Dallas Mavericks,122,Box Score,,20277,American Airlines Center
Feb 28 2023,9:00p,San Antonio Spurs,102,Utah Jazz,94,Box Score,,18206,Vivint Arena
Feb 28 2023,10:00p,Portland Trail Blazers,105,Golden State Warriors,123,Box Score,,18064,Chase Center
Feb 28 2023,10:00p,Minnesota Timberwolves,108,Los Angeles Clippers,101,Box Score,,17022,Crypto.com Arena
Mar 1 2023,7:00p,Phoenix Suns,105,Charlotte Hornets,91,Box Score,,19137,Spectrum Center
Mar 1 2023,7:00p,Chicago Bulls,117,Detroit Pistons,115,Box Score,,18098,Little Caesars Arena
Mar 1 2023,7:30p,Cleveland Cavaliers,113,Boston Celtics,117,Box Score,,19156,TD Garden
Mar 1 2023,7:30p,Philadelphia 76ers,119,Miami Heat,96,Box Score,,19600,FTX Arena
Mar 1 2023,7:30p,Brooklyn Nets,118,New York Knicks,142,Box Score,,19812,Madison Square Garden (IV)
Mar 1 2023,8:00p,Memphis Grizzlies,113,Houston Rockets,99,Box Score,,15919,Toyota Center
Mar 1 2023,8:00p,Orlando Magic,117,Milwaukee Bucks,139,Box Score,,17354,Fiserv Forum
Mar 1 2023,8:00p,Los Angeles Lakers,123,Oklahoma City Thunder,117,Box Score,,17114,Paycom Center
Mar 1 2023,10:00p,New Orleans Pelicans,121,Portland Trail Blazers,110,Box Score,,18566,Moda Center
Mar 2 2023,7:00p,Toronto Raptors,108,Washington Wizards,119,Box Score,,14643,Capital One Arena
Mar 2 2023,7:30p,Philadelphia 76ers,126,Dallas Mavericks,133,Box Score,,20002,American Airlines Center
Mar 2 2023,8:30p,Indiana Pacers,99,San Antonio Spurs,110,Box Score,,14617,AT&T Center
Mar 2 2023,10:00p,Los Angeles Clippers,91,Golden State Warriors,115,Box Score,,18064,Chase Center
Mar 3 2023,7:00p,Orlando Magic,117,Charlotte Hornets,106,Box Score,,16683,Spectrum Center
Mar 3 2023,7:30p,Portland Trail Blazers,111,Atlanta Hawks,129,Box Score,,17521,State Farm Arena
Mar 3 2023,7:30p,Brooklyn Nets,115,Boston Celtics,105,Box Score,,19156,TD Garden
Mar 3 2023,8:00p,Phoenix Suns,125,Chicago Bulls,104,Box Score,,21169,United Center
Mar 3 2023,8:00p,New York Knicks,122,Miami Heat,120,Box Score,,19600,FTX Arena
Mar 3 2023,8:00p,Utah Jazz,103,Oklahoma City Thunder,130,Box Score,,16538,Paycom Center
Mar 3 2023,10:00p,Memphis Grizzlies,97,Denver Nuggets,113,Box Score,,19641,Ball Arena
Mar 3 2023,10:00p,New Orleans Pelicans,99,Golden State Warriors,108,Box Score,,18064,Chase Center
Mar 3 2023,10:00p,Los Angeles Clippers,127,Sacramento Kings,128,Box Score,,18111,Golden 1 Center
Mar 3 2023,10:30p,Minnesota Timberwolves,110,Los Angeles Lakers,102,Box Score,,18997,Crypto.com Arena
Mar 4 2023,5:00p,Toronto Raptors,116,Washington Wizards,109,Box Score,OT,18174,Capital One Arena
Mar 4 2023,7:30p,Detroit Pistons,90,Cleveland Cavaliers,114,Box Score,,19432,Rocket Mortgage Fieldhouse
Mar 4 2023,8:00p,Atlanta Hawks,109,Miami Heat,117,Box Score,,19600,FTX Arena
Mar 4 2023,8:00p,Houston Rockets,122,San Antonio Spurs,110,Box Score,,18354,AT&T Center
Mar 4 2023,8:30p,Philadelphia 76ers,133,Milwaukee Bucks,130,Box Score,,18100,Fiserv Forum
Mar 4 2023,10:00p,Minnesota Timberwolves,138,Sacramento Kings,134,Box Score,,18111,Golden 1 Center
Mar 5 2023,1:00p,Phoenix Suns,130,Dallas Mavericks,126,Box Score,,20311,American Airlines Center
Mar 5 2023,3:30p,Indiana Pacers,125,Chicago Bulls,122,Box Score,,21225,United Center
Mar 5 2023,3:30p,Golden State Warriors,105,Los Angeles Lakers,113,Box Score,,18997,Crypto.com Arena
Mar 5 2023,6:00p,Charlotte Hornets,86,Brooklyn Nets,102,Box Score,,17921,Barclays Center
Mar 5 2023,6:00p,Portland Trail Blazers,122,Orlando Magic,119,Box Score,,18846,Amway Center
Mar 5 2023,7:00p,San Antonio Spurs,110,Houston Rockets,142,Box Score,,16721,Toyota Center
Mar 5 2023,7:00p,Utah Jazz,119,Oklahoma City Thunder,129,Box Score,,14778,Paycom Center
Mar 5 2023,7:30p,New York Knicks,131,Boston Celtics,129,Box Score,2OT,19156,TD Garden
Mar 5 2023,7:30p,Milwaukee Bucks,117,Washington Wizards,111,Box Score,,18746,Capital One Arena
Mar 5 2023,10:00p,Memphis Grizzlies,129,Los Angeles Clippers,135,Box Score,,19068,Crypto.com Arena
Mar 6 2023,7:00p,Boston Celtics,114,Cleveland Cavaliers,118,Box Score,OT,19432,Rocket Mortgage Fieldhouse
Mar 6 2023,7:00p,Portland Trail Blazers,110,Detroit Pistons,104,Box Score,,16989,Little Caesars Arena
Mar 6 2023,7:00p,Philadelphia 76ers,147,Indiana Pacers,143,Box Score,,15008,Gainbridge Fieldhouse
Mar 6 2023,7:30p,Atlanta Hawks,128,Miami Heat,130,Box Score,,19600,FTX Arena
Mar 6 2023,9:00p,Toronto Raptors,113,Denver Nuggets,118,Box Score,,19520,Ball Arena
Mar 6 2023,10:00p,New Orleans Pelicans,108,Sacramento Kings,123,Box Score,,17708,Golden 1 Center
Mar 7 2023,7:00p,Washington Wizards,119,Detroit Pistons,117,Box Score,,17855,Little Caesars Arena
Mar 7 2023,7:00p,Milwaukee Bucks,134,Orlando Magic,123,Box Score,,16110,Amway Center
Mar 7 2023,7:30p,Philadelphia 76ers,117,Minnesota Timberwolves,94,Box Score,,17136,Target Center
Mar 7 2023,7:30p,Charlotte Hornets,112,New York Knicks,105,Box Score,,19812,Madison Square Garden (IV)
Mar 7 2023,8:00p,Brooklyn Nets,118,Houston Rockets,96,Box Score,,14833,Toyota Center
Mar 7 2023,8:00p,Golden State Warriors,128,Oklahoma City Thunder,137,Box Score,,16142,Paycom Center
Mar 7 2023,8:30p,Utah Jazz,116,Dallas Mavericks,120,Box Score,,20277,American Airlines Center
Mar 7 2023,10:00p,Memphis Grizzlies,103,Los Angeles Lakers,112,Box Score,,18997,Crypto.com Arena
Mar 8 2023,7:00p,Atlanta Hawks,122,Washington Wizards,120,Box Score,,15087,Capital One Arena
Mar 8 2023,7:30p,Portland Trail Blazers,93,Boston Celtics,115,Box Score,,19156,TD Garden
Mar 8 2023,7:30p,Cleveland Cavaliers,104,Miami Heat,100,Box Score,,19600,FTX Arena
Mar 8 2023,7:30p,Dallas Mavericks,106,New Orleans Pelicans,113,Box Score,,17473,Smoothie King Center
Mar 8 2023,9:00p,Chicago Bulls,117,Denver Nuggets,96,Box Score,,19896,Ball Arena
Mar 8 2023,9:00p,Oklahoma City Thunder,101,Phoenix Suns,132,Box Score,,17071,Footprint Center
Mar 8 2023,10:00p,Toronto Raptors,100,Los Angeles Clippers,108,Box Score,,17397,Crypto.com Arena
Mar 9 2023,7:00p,Charlotte Hornets,113,Detroit Pistons,103,Box Score,,17121,Little Caesars Arena
Mar 9 2023,7:00p,Houston Rockets,125,Indiana Pacers,134,Box Score,OT,16027,Gainbridge Fieldhouse
Mar 9 2023,7:00p,Utah Jazz,131,Orlando Magic,124,Box Score,,16552,Amway Center
Mar 9 2023,7:30p,Golden State Warriors,110,Memphis Grizzlies,131,Box Score,,17794,FedEx Forum
Mar 9 2023,8:00p,Brooklyn Nets,113,Milwaukee Bucks,118,Box Score,,17341,Fiserv Forum
Mar 9 2023,10:00p,New York Knicks,117,Sacramento Kings,122,Box Score,,18068,Golden 1 Center
Mar 10 2023,7:00p,Portland Trail Blazers,119,Philadelphia 76ers,120,Box Score,,21001,Wells Fargo Center
Mar 10 2023,7:00p,Atlanta Hawks,114,Washington Wizards,107,Box Score,,18161,Capital One Arena
Mar 10 2023,8:00p,Cleveland Cavaliers,115,Miami Heat,119,Box Score,,19757,FTX Arena
Mar 10 2023,8:00p,Brooklyn Nets,124,Minnesota Timberwolves,123,Box Score,OT,17136,Target Center
Mar 10 2023,8:00p,Denver Nuggets,120,San Antonio Spurs,128,Box Score,,18354,AT&T Center
Mar 10 2023,10:30p,Toronto Raptors,112,Los Angeles Lakers,122,Box Score,,18322,Crypto.com Arena
Mar 11 2023,4:00p,New York Knicks,95,Los Angeles Clippers,106,Box Score,,19068,Crypto.com Arena
Mar 11 2023,7:00p,Utah Jazz,119,Charlotte Hornets,111,Box Score,,17221,Spectrum Center
Mar 11 2023,7:00p,Indiana Pacers,121,Detroit Pistons,115,Box Score,,20190,Little Caesars Arena
Mar 11 2023,7:00p,Miami Heat,114,Orlando Magic,126,Box Score,OT,17347,Amway Center
Mar 11 2023,7:30p,Boston Celtics,134,Atlanta Hawks,125,Box Score,,17884,State Farm Arena
Mar 11 2023,8:00p,Chicago Bulls,119,Houston Rockets,111,Box Score,,18055,Toyota Center
Mar 11 2023,8:00p,Dallas Mavericks,108,Memphis Grizzlies,112,Box Score,,17794,FedEx Forum
Mar 11 2023,8:30p,Milwaukee Bucks,116,Golden State Warriors,125,Box Score,OT,18064,Chase Center
Mar 11 2023,8:30p,Oklahoma City Thunder,110,New Orleans Pelicans,96,Box Score,,17606,Smoothie King Center
Mar 11 2023,9:00p,Sacramento Kings,128,Phoenix Suns,119,Box Score,,17071,Footprint Center
Mar 12 2023,3:30p,Brooklyn Nets,122,Denver Nuggets,120,Box Score,,19739,Ball Arena
Mar 12 2023,5:00p,Cleveland Cavaliers,114,Charlotte Hornets,108,Box Score,,17342,Spectrum Center
Mar 12 2023,6:00p,Washington Wizards,93,Philadelphia 76ers,112,Box Score,,21220,Wells Fargo Center
